,Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate
12538,14748609,F,25,Asian American,Grad,<25K,North,City Hotel,1/24/2017,1/25/2017,12/20/2016,2,1,0,1,1,0,1,2,1,2,0,0,135
12539,76210630,M,49,Asian American,College,>100K,West,Resort,1/13/2017,1/14/2017,12/22/2016,3,2,0,1,1,0,1,1,1,2,0,0,100
12540,65812139,F,57,African American,Mid-School,50K -- 100K,East,City Hotel,2/19/2017,2/22/2017,1/3/2017,2,3,0,0,0,0,0,2,1,2,0,0,145
12541,44382597,M,44,African American,Mid-School,<25K,North,City Hotel,2/27/2017,2/28/2017,12/7/2016,5,3,0,0,1,0,0,2,1,2,1,10,221
12542,89977785,F,63,Latino,Grad,<25K,West,Airport Hotels,9/7/2016,9/10/2016,3/5/2016,2,1,0,1,0,0,0,0,1,2,1,20,216
12543,41181741,M,27,caucasian,Mid-School,25K --50K,South,Airport Hotels,6/12/2017,6/13/2017,12/4/2016,2,1,1,1,1,1,0,2,0,2,1,5,196
12544,98715853,M,25,Asian American,College,50K -- 100K,South,Resort,8/29/2016,8/31/2016,3/9/2016,1,1,0,1,0,0,0,1,1,2,0,0,132
12545,22258560,F,32,African American,Mid-School,50K -- 100K,South,Resort,7/21/2016,7/25/2016,5/24/2016,2,2,1,0,0,0,0,0,1,2,1,30,173
12546,32436202,M,33,African American,College,25K --50K,South,Airport Hotels,10/8/2016,10/10/2016,3/28/2016,1,3,2,1,1,0,0,2,1,2,1,15,134
12547,24663707,F,43,Latino,High-School,25K --50K,West,Resort,10/1/2016,10/3/2016,4/18/2016,4,1,1,0,1,1,0,1,1,2,0,0,125
12548,46151540,F,19,Latino,Grad,50K -- 100K,East,Resort,8/19/2016,8/20/2016,3/27/2016,3,1,0,1,0,0,1,2,0,2,1,30,213
12549,15673147,M,41,Latino,College,<25K,East,Resort,10/7/2016,10/9/2016,7/4/2016,5,3,0,1,0,0,2,1,1,2,1,25,247
12550,93089757,F,61,Asian American,Mid-School,25K --50K,South,City Hotel,6/29/2017,6/30/2017,3/24/2017,5,1,1,1,0,0,0,0,1,2,1,10,123
12551,97142238,M,50,caucasian,College,25K --50K,East,Resort,8/18/2016,8/21/2016,8/3/2016,1,1,0,1,1,0,0,2,1,2,1,10,189
12552,41228121,F,42,caucasian,College,50K -- 100K,North,Resort,2/2/2017,2/6/2017,9/17/2016,1,2,0,0,1,0,0,1,1,2,0,0,247
12553,86695513,M,56,Latino,College,>100K,South,City Hotel,11/29/2016,11/30/2016,11/29/2016,5,3,0,0,0,0,0,1,1,2,1,20,135
12554,99103624,M,56,caucasian,Mid-School,50K -- 100K,East,City Hotel,8/16/2016,8/17/2016,6/27/2016,2,1,1,0,0,0,0,1,1,2,1,15,128
12555,40841994,M,18,caucasian,Mid-School,50K -- 100K,South,Resort,8/23/2016,8/26/2016,8/20/2016,4,1,0,1,0,0,0,0,0,2,1,5,232
12556,83284213,M,69,African American,Grad,25K --50K,South,Airport Hotels,3/3/2017,3/6/2017,10/13/2016,1,2,0,1,1,0,0,0,0,2,0,0,128
12557,25250151,M,28,caucasian,High-School,<25K,West,Resort,5/12/2017,5/14/2017,11/26/2016,1,2,0,1,0,0,1,0,1,2,1,5,208
12558,9700472,M,30,Latino,Mid-School,50K -- 100K,South,City Hotel,1/21/2017,1/22/2017,8/27/2016,2,2,0,1,0,0,0,0,0,2,1,15,138
12559,47289236,F,23,Latino,Grad,50K -- 100K,South,Airport Hotels,4/30/2017,5/3/2017,11/4/2016,2,2,0,0,0,0,0,1,0,2,1,20,182
12560,83240211,M,18,African American,College,<25K,South,City Hotel,12/16/2016,12/20/2016,11/25/2016,3,1,1,1,0,0,0,1,1,2,1,5,202
12561,67821181,M,49,caucasian,College,<25K,West,Resort,1/21/2017,1/22/2017,12/8/2016,1,2,0,1,1,0,0,1,1,2,1,5,242
12562,92250463,F,30,African American,High-School,25K --50K,East,Resort,2/10/2017,2/12/2017,12/21/2016,4,3,0,0,0,0,1,1,0,2,1,5,179
12563,1647176,M,56,Latino,College,50K -- 100K,West,City Hotel,10/8/2016,10/9/2016,8/27/2016,3,2,0,1,1,1,0,1,0,2,0,0,182
12564,62332892,F,39,African American,College,<25K,South,City Hotel,10/11/2016,10/12/2016,9/17/2016,1,2,0,1,0,0,1,1,1,2,0,0,171
12565,42313604,F,19,African American,College,50K -- 100K,South,City Hotel,5/12/2017,5/13/2017,11/21/2016,2,1,0,1,1,1,0,1,0,2,1,10,212
12566,20357278,F,51,Latino,Mid-School,>100K,North,Airport Hotels,5/12/2017,5/13/2017,3/21/2017,4,2,1,1,0,0,2,0,1,2,0,0,208
12567,15158830,F,42,Latino,Grad,<25K,North,Airport Hotels,5/12/2017,5/13/2017,10/8/2016,2,2,1,1,1,0,0,0,1,2,1,15,162
12568,27117787,F,68,caucasian,Grad,25K --50K,South,Resort,8/3/2016,8/7/2016,1/10/2016,5,2,1,1,1,1,0,1,1,2,0,0,231
12569,14377471,M,57,Asian American,Mid-School,<25K,North,City Hotel,7/4/2017,7/5/2017,5/20/2017,3,1,0,1,0,0,0,1,1,2,1,40,153
12570,63907872,M,53,Latino,College,50K -- 100K,West,City Hotel,6/28/2017,6/30/2017,12/27/2016,3,1,0,1,0,0,0,0,1,2,1,25,190
12571,28645664,F,60,caucasian,College,<25K,South,Resort,7/4/2017,7/5/2017,12/28/2016,1,1,0,1,0,0,0,2,1,2,1,25,221
12572,97301208,M,31,Asian American,Grad,25K --50K,East,City Hotel,10/3/2016,10/5/2016,7/5/2016,3,1,0,1,0,0,0,1,1,2,0,0,174
12573,62948711,M,28,Latino,Mid-School,<25K,East,City Hotel,3/16/2017,3/17/2017,12/2/2016,3,2,2,0,1,0,1,0,1,2,1,10,233
12574,70381090,F,54,caucasian,Mid-School,>100K,North,Resort,6/21/2017,6/25/2017,6/15/2017,3,1,0,1,1,0,1,1,1,2,1,10,178
12575,7622370,M,26,African American,College,25K --50K,South,Resort,5/13/2017,5/14/2017,11/15/2016,3,1,0,0,0,0,0,1,1,2,0,0,148
12576,17654159,M,32,African American,College,<25K,North,Airport Hotels,6/21/2017,6/25/2017,5/8/2017,1,1,0,1,0,0,0,1,1,2,1,10,213
12577,47727406,F,67,Asian American,College,25K --50K,North,Airport Hotels,6/26/2017,6/27/2017,6/7/2017,3,2,0,0,0,0,1,1,0,2,0,0,122
12578,73306891,M,50,caucasian,Grad,50K -- 100K,South,Airport Hotels,8/12/2016,8/13/2016,5/16/2016,2,2,1,1,0,0,1,0,1,2,1,5,120
12579,9525093,F,49,Latino,Grad,50K -- 100K,East,City Hotel,1/12/2017,1/13/2017,6/26/2016,2,2,1,1,0,0,2,0,0,2,1,20,128
12580,9457441,F,25,African American,Mid-School,50K -- 100K,North,Airport Hotels,5/23/2017,5/24/2017,3/9/2017,1,1,1,0,0,0,0,0,1,2,0,0,108
12581,54694636,F,70,Latino,High-School,50K -- 100K,West,Resort,4/8/2017,4/11/2017,10/24/2016,2,2,0,1,1,0,0,1,1,2,1,5,196
12582,16477385,M,70,caucasian,Mid-School,<25K,South,City Hotel,4/8/2017,4/11/2017,11/9/2016,1,2,0,1,1,1,0,1,1,2,0,0,157
12583,828127,M,51,African American,Grad,25K --50K,North,City Hotel,5/6/2017,5/8/2017,2/8/2017,3,1,1,1,1,0,0,1,0,2,1,30,163
12584,17466029,M,38,African American,Mid-School,50K -- 100K,South,Resort,8/27/2016,8/28/2016,4/15/2016,1,1,0,1,0,0,0,1,1,2,1,15,182
12585,71622501,M,66,Asian American,Mid-School,25K --50K,North,Airport Hotels,5/18/2017,5/20/2017,10/9/2016,2,2,1,1,0,0,1,1,1,2,1,20,178
12586,32805969,F,22,Latino,High-School,>100K,South,City Hotel,4/23/2017,4/25/2017,12/2/2016,3,2,0,0,0,0,1,0,1,2,0,0,111
12587,61422679,F,43,Latino,Grad,>100K,North,Resort,5/12/2017,5/16/2017,12/25/2016,3,3,0,1,1,0,0,1,1,2,1,20,165
12588,38923265,F,28,African American,Grad,50K -- 100K,East,Airport Hotels,6/28/2017,7/2/2017,12/10/2016,1,1,0,0,0,0,0,0,1,2,1,5,165
12589,52077272,F,62,caucasian,High-School,50K -- 100K,North,Resort,4/27/2017,4/30/2017,3/25/2017,1,1,1,1,0,0,1,1,1,2,1,20,181
12590,64459497,M,55,caucasian,Grad,<25K,South,City Hotel,5/17/2017,5/18/2017,2/16/2017,4,3,0,0,1,0,2,1,1,2,1,30,230
12591,4269925,F,30,caucasian,Mid-School,25K --50K,West,City Hotel,12/8/2016,12/10/2016,10/7/2016,3,1,1,1,0,0,1,0,1,2,1,25,209
12592,86683730,M,67,African American,College,<25K,North,Airport Hotels,12/8/2016,12/9/2016,7/11/2016,3,3,0,1,0,0,2,0,1,2,1,20,196
12593,78297675,F,40,African American,Mid-School,50K -- 100K,West,Resort,5/17/2017,5/18/2017,2/7/2017,2,1,1,0,0,0,0,1,0,2,1,5,143
12594,69060170,M,61,African American,Mid-School,25K --50K,East,City Hotel,11/7/2016,11/10/2016,9/10/2016,3,1,1,1,1,1,0,0,1,2,1,20,182
12595,84547862,M,32,Latino,Mid-School,25K --50K,South,Resort,8/1/2016,8/2/2016,4/17/2016,1,1,1,1,0,0,2,0,0,2,1,15,144
12596,53407512,M,23,African American,Mid-School,25K --50K,East,City Hotel,2/2/2017,2/4/2017,12/26/2016,2,2,1,0,1,0,0,1,1,2,1,5,202
12597,41982874,M,62,caucasian,Grad,25K --50K,East,Airport Hotels,3/20/2017,3/21/2017,1/4/2017,1,1,1,1,0,0,0,2,0,2,1,5,246
12598,17361720,F,45,African American,High-School,25K --50K,East,Airport Hotels,4/17/2017,4/18/2017,10/25/2016,2,2,0,1,0,0,0,2,1,2,1,30,158
12599,44035257,M,59,African American,Grad,50K -- 100K,West,Airport Hotels,2/8/2017,2/11/2017,10/4/2016,1,2,0,1,0,0,0,1,1,2,1,10,193
12600,40552909,F,51,African American,Grad,25K --50K,East,City Hotel,4/2/2017,4/3/2017,9/25/2016,2,1,1,1,1,0,0,2,1,2,0,0,160
12601,3367381,F,47,caucasian,High-School,25K --50K,South,Airport Hotels,6/27/2017,6/30/2017,12/7/2016,2,1,0,1,1,0,1,1,1,2,1,10,199
12602,98529871,F,60,Asian American,High-School,>100K,East,Resort,5/12/2017,5/13/2017,3/5/2017,2,1,1,1,1,1,2,1,1,2,0,0,127
12603,64865186,M,57,Asian American,Mid-School,50K -- 100K,South,Resort,5/12/2017,5/13/2017,3/16/2017,1,1,1,1,0,0,1,1,1,2,1,40,150
12604,49630923,F,42,caucasian,Grad,50K -- 100K,South,City Hotel,6/8/2017,6/9/2017,11/2/2016,3,2,0,0,0,0,0,1,1,2,0,0,107
12605,80675691,M,61,Asian American,College,<25K,North,Resort,1/11/2017,1/14/2017,9/29/2016,2,2,0,0,0,0,1,1,1,2,1,15,217
12606,35844112,F,54,Asian American,High-School,25K --50K,West,City Hotel,5/12/2017,5/14/2017,1/11/2017,2,1,1,1,0,0,2,2,0,2,0,0,241
12607,80508506,M,45,caucasian,Grad,<25K,North,Resort,11/25/2016,11/26/2016,6/11/2016,1,2,0,1,0,0,1,0,1,2,1,20,238
12608,24717139,F,64,caucasian,High-School,50K -- 100K,South,City Hotel,11/25/2016,11/27/2016,9/1/2016,1,1,0,1,0,0,1,0,1,2,0,0,176
12609,81208143,M,66,Asian American,High-School,50K -- 100K,West,Airport Hotels,6/19/2017,6/23/2017,12/22/2016,3,1,1,1,0,0,1,1,0,2,1,25,200
12610,49294228,M,55,African American,Grad,50K -- 100K,South,City Hotel,10/9/2016,10/10/2016,8/18/2016,2,1,0,1,0,0,0,1,1,2,1,10,104
12611,75583142,M,22,Asian American,College,50K -- 100K,South,Resort,5/12/2017,5/13/2017,12/14/2016,1,2,0,1,0,0,1,0,0,2,1,40,176
12612,96969194,F,25,African American,High-School,25K --50K,West,Resort,6/21/2017,6/23/2017,2/14/2017,5,2,0,1,0,0,0,1,1,2,1,20,216
12613,54139343,F,61,Latino,College,50K -- 100K,West,Airport Hotels,7/8/2017,7/12/2017,5/31/2017,2,2,0,1,0,0,0,0,1,2,0,0,238
12614,89217867,M,30,Latino,College,50K -- 100K,South,City Hotel,7/5/2017,7/6/2017,5/23/2017,1,1,0,1,0,0,0,1,1,2,1,15,230
12615,13341155,F,48,Latino,Mid-School,50K -- 100K,South,Airport Hotels,2/23/2017,2/27/2017,12/5/2016,2,1,0,1,0,0,0,1,1,2,1,10,166
12616,55389140,M,63,Latino,Mid-School,<25K,South,City Hotel,5/10/2017,5/11/2017,5/5/2017,1,1,1,1,0,0,1,1,1,2,1,40,194
12617,62178169,M,37,Asian American,College,<25K,West,Airport Hotels,2/22/2017,2/23/2017,10/31/2016,3,1,0,0,0,0,1,2,1,2,1,20,131
12618,53213943,M,27,Latino,College,25K --50K,South,Resort,2/27/2017,3/1/2017,9/18/2016,2,3,0,1,0,0,0,0,1,2,1,5,246
12619,20564373,F,66,African American,Grad,50K -- 100K,East,Airport Hotels,12/12/2016,12/13/2016,7/18/2016,1,1,0,1,0,0,1,1,1,2,1,10,237
12620,63637388,F,30,Latino,Grad,50K -- 100K,West,Resort,12/19/2016,12/22/2016,8/11/2016,4,1,2,1,1,0,0,1,1,2,1,25,127
12621,35555596,M,32,Asian American,High-School,50K -- 100K,South,City Hotel,5/16/2017,5/20/2017,2/18/2017,2,1,0,0,0,0,0,2,1,2,1,30,220
12622,77376900,M,26,African American,College,50K -- 100K,South,City Hotel,5/12/2017,5/14/2017,2/23/2017,4,2,1,1,0,0,0,1,1,2,1,25,187
12623,61183301,M,52,caucasian,High-School,25K --50K,West,Resort,3/23/2017,3/25/2017,9/21/2016,2,2,1,1,1,1,0,1,1,2,1,10,211
12624,1624838,F,66,Asian American,College,25K --50K,South,City Hotel,1/31/2017,2/3/2017,1/31/2017,1,2,0,2,0,0,0,1,1,2,1,5,179
12625,83554512,M,26,Asian American,College,50K -- 100K,South,Resort,1/31/2017,2/2/2017,11/4/2016,1,1,0,2,0,0,0,1,1,2,0,0,134
12626,95997909,F,62,African American,College,<25K,North,City Hotel,4/17/2017,4/18/2017,3/21/2017,1,1,0,0,1,0,0,1,1,2,1,25,245
12627,41816248,M,22,caucasian,College,25K --50K,South,City Hotel,6/4/2017,6/5/2017,1/3/2017,4,1,0,1,0,0,1,1,1,2,1,30,112
12628,85317737,M,64,caucasian,High-School,25K --50K,North,Airport Hotels,7/3/2017,7/7/2017,1/17/2017,3,3,1,1,0,0,0,1,1,2,1,20,246
12629,30298929,M,68,Asian American,High-School,25K --50K,South,Resort,11/19/2016,11/20/2016,4/20/2016,2,1,1,1,0,0,0,1,1,2,1,10,132
12630,29176611,M,18,Latino,Grad,25K --50K,West,City Hotel,6/22/2017,6/23/2017,12/13/2016,5,1,0,1,0,0,0,1,0,2,1,30,134
12631,25130688,F,55,Asian American,High-School,50K -- 100K,East,City Hotel,5/12/2017,5/13/2017,11/14/2016,1,1,1,1,0,0,0,1,0,2,1,5,124
12632,3283976,M,47,Latino,College,<25K,South,Resort,10/30/2016,11/1/2016,10/7/2016,1,2,1,1,1,0,0,1,1,2,1,10,172
12633,55751477,F,70,African American,Grad,25K --50K,North,City Hotel,7/3/2017,7/4/2017,1/2/2017,2,2,1,0,1,0,0,1,1,2,1,20,232
12634,30693023,M,27,Asian American,Grad,50K -- 100K,South,City Hotel,3/8/2017,3/11/2017,10/16/2016,2,1,0,1,0,0,0,1,1,2,1,20,140
12635,80899424,M,32,African American,College,25K --50K,West,Airport Hotels,12/28/2016,12/31/2016,9/23/2016,3,3,1,1,0,0,1,2,0,2,1,40,225
12636,1406079,F,53,Asian American,College,50K -- 100K,North,City Hotel,6/27/2017,6/30/2017,2/28/2017,1,1,1,1,0,0,0,0,0,2,0,0,175
12637,17617559,M,21,Asian American,College,50K -- 100K,East,Airport Hotels,1/4/2017,1/5/2017,8/11/2016,2,2,0,1,0,0,2,2,0,2,1,10,199
12638,80185684,F,67,Latino,High-School,50K -- 100K,South,City Hotel,5/12/2017,5/16/2017,11/18/2016,3,1,0,1,1,0,0,2,1,2,0,0,173
12639,99148281,M,41,African American,College,50K -- 100K,South,Resort,6/9/2017,6/10/2017,2/8/2017,5,3,0,0,0,0,1,2,1,2,1,10,109
12640,81739261,F,34,Latino,College,<25K,West,City Hotel,8/29/2016,8/31/2016,3/10/2016,1,2,0,1,1,1,0,2,1,2,0,0,243
12641,40796136,F,67,caucasian,College,25K --50K,East,Resort,1/11/2017,1/12/2017,8/14/2016,1,2,0,1,0,0,1,1,1,2,0,0,103
12642,35432954,F,26,African American,Mid-School,<25K,East,Resort,7/7/2017,7/8/2017,1/22/2017,4,1,2,1,1,0,0,0,0,2,1,5,156
12643,24146349,M,20,Asian American,College,<25K,West,Airport Hotels,7/7/2017,7/11/2017,1/7/2017,2,2,1,1,0,0,2,1,1,2,1,10,238
12644,50584524,F,53,Asian American,Grad,>100K,West,City Hotel,7/7/2017,7/10/2017,4/14/2017,5,3,1,1,1,0,1,1,1,2,0,0,250
12645,55988187,F,19,African American,Grad,25K --50K,North,City Hotel,4/21/2017,4/23/2017,10/25/2016,3,1,0,0,1,0,0,0,0,2,1,10,115
12646,11098448,M,47,Latino,College,>100K,West,Resort,3/30/2017,4/2/2017,1/11/2017,1,2,0,0,0,0,1,2,1,2,1,15,240
12647,16153460,M,36,African American,College,50K -- 100K,West,Resort,6/29/2017,7/1/2017,4/29/2017,2,2,1,0,1,0,2,0,1,2,1,20,168
12648,17746055,F,44,Asian American,College,25K --50K,East,Airport Hotels,7/1/2017,7/5/2017,2/20/2017,1,1,0,1,1,1,0,1,0,2,0,0,178
12649,12247235,F,23,Latino,College,25K --50K,South,Airport Hotels,6/22/2017,6/23/2017,5/2/2017,2,2,1,1,1,0,1,1,0,2,1,15,212
12650,10624162,M,51,Latino,Grad,25K --50K,South,Resort,5/6/2017,5/8/2017,4/12/2017,5,2,0,0,0,0,1,1,1,2,1,20,237
12651,16995517,M,51,African American,College,<25K,East,Resort,3/16/2017,3/19/2017,9/7/2016,1,2,1,1,1,0,0,2,0,2,1,20,243
12652,21635835,M,22,African American,College,>100K,North,City Hotel,6/29/2017,6/30/2017,6/10/2017,2,2,0,1,1,0,0,1,1,2,0,0,192
12653,17692455,F,32,Latino,High-School,<25K,South,Resort,6/30/2017,7/2/2017,5/29/2017,3,2,0,0,1,1,1,1,1,2,1,10,153
12654,75432610,M,34,caucasian,Grad,25K --50K,East,Resort,6/30/2017,7/1/2017,5/28/2017,1,2,1,0,0,0,0,1,1,2,0,0,185
12655,50515109,F,64,African American,High-School,25K --50K,North,Airport Hotels,5/22/2017,5/24/2017,5/11/2017,3,1,1,1,0,0,1,1,1,2,1,25,126
12656,24884619,M,29,Latino,College,>100K,South,Airport Hotels,1/30/2017,1/31/2017,10/30/2016,3,1,0,0,0,0,0,0,1,2,1,15,174
12657,44241222,M,34,Asian American,College,25K --50K,East,Resort,3/14/2017,3/15/2017,1/29/2017,2,1,0,1,0,0,0,1,1,2,1,20,117
12658,20254630,M,25,African American,College,>100K,West,City Hotel,3/20/2017,3/21/2017,9/24/2016,4,1,0,0,0,0,2,2,1,2,1,25,222
12659,74391748,F,70,African American,Grad,<25K,North,Resort,5/24/2017,5/25/2017,11/27/2016,1,2,0,0,0,0,1,1,1,2,1,25,211
12660,52924550,M,32,Latino,Grad,<25K,South,Resort,5/22/2017,5/23/2017,5/23/2017,1,1,0,1,1,1,0,1,1,2,0,0,141
12661,16334033,M,54,African American,Mid-School,>100K,West,Airport Hotels,2/16/2017,2/19/2017,9/18/2016,5,1,1,0,1,0,0,1,1,2,1,10,150
12662,20874806,F,42,Latino,Mid-School,25K --50K,North,Resort,3/1/2017,3/3/2017,11/17/2016,2,1,0,1,1,0,0,1,0,2,1,30,177
12663,92307515,F,53,African American,College,50K -- 100K,South,Airport Hotels,7/6/2017,7/7/2017,5/26/2017,2,2,0,1,1,0,0,0,1,2,1,10,216
12664,8955311,F,66,African American,College,25K --50K,East,Airport Hotels,7/11/2017,7/12/2017,5/31/2017,2,1,0,1,1,0,0,0,1,2,1,5,213
12665,18816555,M,30,African American,Grad,50K -- 100K,East,Airport Hotels,7/8/2017,7/9/2017,4/21/2017,1,1,0,1,1,1,1,2,1,2,1,20,105
12666,51222042,M,19,caucasian,Mid-School,50K -- 100K,North,Airport Hotels,6/20/2017,6/24/2017,6/4/2017,2,3,0,1,0,0,1,1,1,2,1,5,113
12667,16647776,F,43,African American,College,50K -- 100K,East,Airport Hotels,4/29/2017,5/1/2017,12/24/2016,2,2,2,1,0,0,1,1,1,2,1,10,197
12668,15737641,F,20,Asian American,College,25K --50K,North,City Hotel,6/20/2017,6/23/2017,12/7/2016,1,3,0,1,1,0,0,2,1,2,1,30,162
12669,96162109,F,33,Latino,College,25K --50K,South,Airport Hotels,5/25/2017,5/28/2017,1/28/2017,2,1,1,1,1,1,1,1,1,2,0,0,234
12670,56939937,F,21,African American,College,25K --50K,East,Airport Hotels,5/25/2017,5/27/2017,11/11/2016,2,1,0,1,1,0,0,1,0,2,1,5,132
12671,43820927,F,57,African American,Grad,50K -- 100K,West,City Hotel,5/25/2017,5/27/2017,2/12/2017,2,2,0,0,0,0,0,1,1,2,1,15,182
12672,20478555,M,63,Asian American,College,>100K,South,City Hotel,5/25/2017,5/26/2017,3/31/2017,1,1,0,0,1,1,0,0,1,2,1,10,240
12673,91361220,F,47,Latino,Mid-School,<25K,East,City Hotel,5/3/2017,5/4/2017,11/13/2016,2,1,1,1,0,0,0,1,1,2,1,5,116
12674,81917910,M,25,caucasian,College,50K -- 100K,South,City Hotel,4/7/2017,4/8/2017,12/26/2016,4,1,0,1,0,0,1,0,1,2,1,25,179
12675,19268517,F,43,Asian American,College,<25K,East,Airport Hotels,6/21/2017,6/22/2017,1/3/2017,1,1,0,1,1,1,1,1,1,2,1,20,183
12676,25362582,F,41,caucasian,Grad,50K -- 100K,West,City Hotel,6/20/2017,6/24/2017,4/29/2017,2,3,0,2,0,0,0,1,1,2,1,10,154
12677,54138773,M,46,Asian American,Grad,25K --50K,South,Airport Hotels,3/28/2017,3/29/2017,9/28/2016,1,1,0,1,1,0,0,1,1,2,1,20,220
12678,32913379,F,58,Latino,Grad,50K -- 100K,South,City Hotel,3/28/2017,3/30/2017,9/26/2016,1,1,0,1,0,0,0,1,1,2,1,10,227
12679,52228099,M,36,Latino,College,25K --50K,South,Resort,3/28/2017,4/1/2017,2/18/2017,3,1,0,1,0,0,1,2,1,2,1,25,156
12680,99466589,F,42,caucasian,College,50K -- 100K,South,City Hotel,5/12/2017,5/13/2017,11/28/2016,3,3,1,1,0,0,0,1,1,2,1,30,100
12681,33325769,F,48,caucasian,College,50K -- 100K,South,Airport Hotels,2/11/2017,2/13/2017,2/5/2017,1,2,0,0,1,0,0,2,1,2,1,5,146
12682,72120302,M,66,Latino,High-School,50K -- 100K,East,Resort,6/9/2017,6/10/2017,1/26/2017,2,1,1,0,0,0,0,1,1,2,0,0,184
12683,79873794,M,29,caucasian,Mid-School,<25K,East,Airport Hotels,1/11/2017,1/12/2017,12/17/2016,2,2,0,0,1,0,1,1,1,2,1,20,132
12684,22819457,F,18,caucasian,College,50K -- 100K,East,City Hotel,7/30/2016,7/31/2016,1/22/2016,2,2,0,1,0,0,0,1,1,2,1,25,205
12685,44148406,F,23,Asian American,Grad,>100K,South,City Hotel,4/24/2017,4/26/2017,3/13/2017,2,3,1,1,0,0,0,0,1,2,1,5,190
12686,56458202,M,25,Asian American,College,50K -- 100K,West,City Hotel,7/11/2017,7/12/2017,4/19/2017,2,2,0,1,0,0,2,1,0,2,1,20,241
12687,49405313,M,28,Asian American,College,50K -- 100K,North,City Hotel,6/29/2017,7/1/2017,4/7/2017,2,1,0,1,0,0,2,1,1,2,1,20,154
12688,39198990,M,59,Latino,Mid-School,50K -- 100K,South,Resort,6/21/2017,6/24/2017,5/20/2017,1,1,0,1,0,0,0,2,1,2,1,10,153
12689,52739746,M,31,African American,College,50K -- 100K,West,Resort,4/21/2017,4/24/2017,4/9/2017,2,1,0,1,1,1,0,1,0,2,1,10,108
12690,12837892,M,41,Asian American,High-School,25K --50K,South,City Hotel,6/29/2017,6/30/2017,3/17/2017,2,1,0,1,1,0,0,1,1,2,1,5,205
12691,76531524,M,53,caucasian,High-School,25K --50K,North,Resort,7/12/2017,7/13/2017,5/28/2017,2,1,0,1,0,0,0,2,1,2,1,30,166
12692,47628338,M,49,caucasian,Mid-School,50K -- 100K,West,Airport Hotels,5/3/2017,5/7/2017,3/29/2017,1,3,1,1,0,0,0,0,1,2,1,40,227
12693,36245035,M,68,African American,High-School,25K --50K,West,Airport Hotels,6/16/2017,6/17/2017,4/2/2017,1,1,0,1,1,0,0,2,1,2,1,20,159
12694,4621161,F,31,African American,Mid-School,25K --50K,West,Airport Hotels,4/19/2017,4/22/2017,11/6/2016,2,1,1,1,0,0,0,1,1,2,1,5,192
12695,49790347,M,43,caucasian,Grad,50K -- 100K,East,Resort,6/29/2017,6/30/2017,11/21/2016,2,1,0,1,0,0,0,2,1,2,1,20,146
12696,26827794,M,68,caucasian,Mid-School,>100K,South,City Hotel,6/26/2017,6/27/2017,3/30/2017,1,2,1,0,1,0,0,1,1,2,0,0,163
12697,77619110,M,32,Latino,Grad,25K --50K,South,Resort,6/7/2017,6/9/2017,1/19/2017,4,1,0,1,0,0,0,0,0,2,1,10,167
12698,38156841,F,69,African American,High-School,>100K,South,Airport Hotels,6/13/2017,6/14/2017,3/31/2017,2,1,0,1,0,0,2,1,1,2,1,10,130
12699,72589592,M,58,caucasian,High-School,50K -- 100K,South,Resort,3/8/2017,3/10/2017,9/10/2016,2,3,0,1,0,0,1,2,0,2,1,10,179
12700,15882883,F,70,Asian American,Grad,>100K,West,City Hotel,6/23/2017,6/25/2017,5/16/2017,4,2,0,1,1,0,0,1,0,2,1,10,210
12701,19348164,M,28,Asian American,Grad,>100K,South,Resort,4/26/2017,4/28/2017,10/20/2016,2,1,1,1,1,1,0,1,0,2,0,0,194
12702,42996471,F,56,caucasian,College,50K -- 100K,South,Airport Hotels,5/23/2017,5/25/2017,3/9/2017,2,1,0,1,0,0,0,0,1,2,0,0,191
12703,55833085,M,25,Asian American,Mid-School,<25K,West,City Hotel,3/7/2017,3/8/2017,3/7/2017,3,3,0,1,1,0,1,0,1,2,0,0,106
12704,49685174,F,28,Asian American,Mid-School,25K --50K,South,Airport Hotels,7/13/2017,7/16/2017,3/26/2017,4,2,0,1,1,0,1,2,1,2,1,5,111
12705,59414843,M,40,African American,Grad,25K --50K,South,Resort,7/13/2017,7/14/2017,4/6/2017,2,1,1,1,0,0,0,1,1,2,0,0,153
12706,67172379,M,38,African American,College,50K -- 100K,East,Resort,6/15/2017,6/17/2017,4/6/2017,3,1,0,1,0,0,0,0,0,2,0,0,168
12707,12483498,F,46,Latino,High-School,25K --50K,East,Resort,6/15/2017,6/18/2017,1/8/2017,2,2,0,1,0,0,1,1,1,2,1,20,102
12708,41305806,F,47,Asian American,Grad,>100K,East,Airport Hotels,6/16/2017,6/20/2017,6/5/2017,2,1,1,1,0,0,1,1,0,2,1,10,156
12709,92774267,F,43,Asian American,College,<25K,South,City Hotel,7/13/2017,7/15/2017,1/6/2017,1,2,0,1,0,0,1,1,1,2,1,10,116
12710,14993677,M,61,caucasian,Grad,<25K,East,City Hotel,2/26/2017,2/27/2017,9/5/2016,2,2,1,1,0,0,0,1,0,2,1,10,172
