Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate
99978713,M,61,African American,High-School,<25K,East,Resort,2/15/2017,2/16/2017,10/27/2016,2,2,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,20,198
48482913,F,32,caucasian,High-School,50K -- 100K,South,City Hotel,2/7/2017,2/11/2017,11/27/2016,4,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,119
97961817,M,25,African American,College,<25K,East,Airport Hotels,2/24/2017,2/27/2017,11/14/2016,1,2,0,BB,Yes,Yes,Refundable,Direct,Yes,Check-In,Yes,15,134
91839207,F,20,African American,Mid-School,25K --50K,South,Airport Hotels,1/21/2017,1/22/2017,12/14/2016,4,3,0,BB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,5,217
74033221,M,53,caucasian,High-School,50K -- 100K,South,City Hotel,2/14/2017,2/18/2017,1/24/2017,4,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,181
74105361,F,56,caucasian,High-School,<25K,South,Airport Hotels,1/26/2017,1/28/2017,12/30/2016,3,1,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,20,204
12084704,M,28,Asian American,College,50K -- 100K,South,Airport Hotels,2/6/2017,2/8/2017,1/21/2017,1,2,0,HB,Yes,No,Refundable,Online,Yes,Check-In,Yes,40,210
41482943,M,68,caucasian,College,50K -- 100K,South,Airport Hotels,2/11/2017,2/14/2017,1/28/2017,2,2,1,HB,No,No,No Deposit,Online,No,Check-In,No,0,104
35950338,M,30,Latino,Mid-School,50K -- 100K,South,Airport Hotels,2/13/2017,2/14/2017,12/26/2016,2,2,0,HB,No,No,No Deposit,Agent,No,Check-In,Yes,5,126
10222609,F,38,Asian American,Grad,25K --50K,South,Resort,2/13/2017,2/15/2017,12/26/2016,2,2,0,HB,Yes,No,Refundable,Online,No,Check-In,Yes,5,192
13240370,M,58,Latino,College,25K --50K,West,City Hotel,2/7/2017,2/8/2017,1/22/2017,4,1,2,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,133
7452858,M,28,Latino,College,50K -- 100K,East,Airport Hotels,1/23/2017,1/24/2017,12/21/2016,1,1,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,20,157
96333507,M,57,caucasian,Mid-School,50K -- 100K,North,Resort,11/21/2016,11/24/2016,5/17/2016,1,3,0,BB,Yes,Yes,Refundable,Online,No,Check-In,Yes,10,204
71292460,M,37,Latino,College,50K -- 100K,South,Resort,2/13/2017,2/14/2017,12/30/2016,2,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,133
64607539,F,35,caucasian,College,50K -- 100K,North,Airport Hotels,2/12/2017,2/15/2017,2/2/2017,2,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,115
38569581,M,61,Latino,College,>100K,East,City Hotel,2/6/2017,2/8/2017,1/20/2017,1,2,0,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,40,190
39119874,M,25,African American,High-School,25K --50K,East,Resort,2/12/2017,2/13/2017,1/25/2017,2,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,25,187
5152861,M,58,Asian American,College,50K -- 100K,South,Airport Hotels,2/10/2017,2/11/2017,1/26/2017,2,2,1,BB,Yes,No,Refundable,Online,Yes,Check-In,Yes,20,135
77789749,F,34,African American,College,<25K,East,Airport Hotels,2/9/2017,2/10/2017,1/23/2017,1,1,0,BB,No,No,Refundable,Agent,Yes,Check-In,Yes,10,131
88720864,F,38,African American,Grad,25K --50K,North,Airport Hotels,2/10/2017,2/13/2017,1/26/2017,1,1,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,20,228
80102322,M,21,African American,High-School,50K -- 100K,East,City Hotel,2/8/2017,2/10/2017,1/19/2017,1,2,1,BB,No,No,No Deposit,Online,No,Check-In,Yes,10,134
70598055,M,25,Latino,High-School,50K -- 100K,North,Airport Hotels,2/12/2017,2/13/2017,1/25/2017,2,3,1,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,10,211
45708402,M,64,Latino,College,25K --50K,South,Resort,2/18/2017,2/21/2017,1/4/2017,2,1,1,HB,Yes,Yes,Refundable,Direct,No,Check-In,Yes,10,108
98601547,F,50,Latino,College,<25K,South,City Hotel,2/14/2017,2/16/2017,1/18/2017,1,2,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,40,198
20010268,F,60,Asian American,Mid-School,50K -- 100K,South,Airport Hotels,1/17/2017,1/18/2017,11/1/2016,2,3,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,178
29019036,M,37,African American,College,25K --50K,North,Airport Hotels,2/8/2017,2/9/2017,1/19/2017,2,1,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,40,228
95309406,M,18,caucasian,Mid-School,<25K,South,Airport Hotels,2/3/2017,2/5/2017,1/10/2017,4,2,1,HB,Yes,No,No Deposit,Online,No,Check-In,Yes,20,166
74281052,M,40,Latino,High-School,25K --50K,North,Airport Hotels,1/31/2017,2/3/2017,12/30/2016,5,2,0,HB,No,No,No Deposit,Direct,No,Check-In,Yes,25,155
84878633,M,48,Asian American,College,<25K,South,City Hotel,2/8/2017,2/10/2017,1/23/2017,1,2,0,HB,No,No,Refundable,Direct,Yes,Check-In,Yes,20,143
68116760,M,28,Asian American,College,<25K,South,Resort,2/17/2017,2/20/2017,2/8/2017,3,3,1,HB,Yes,No,Refundable,Online,No,Check-In,No,0,152
64766269,F,45,African American,Mid-School,25K --50K,North,Resort,1/9/2017,1/11/2017,11/18/2016,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,250
65811790,M,42,Asian American,Mid-School,25K --50K,West,Airport Hotels,2/7/2017,2/8/2017,11/18/2016,3,3,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,25,153
57213205,F,70,African American,College,50K -- 100K,East,Airport Hotels,1/25/2017,1/26/2017,11/12/2016,2,1,2,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,103
80334681,M,24,Asian American,High-School,<25K,South,Airport Hotels,1/16/2017,1/17/2017,12/3/2016,3,1,0,BB,No,No,No Deposit,Online,No,Check-In,No,0,221
88157682,M,41,caucasian,Grad,25K --50K,North,City Hotel,2/1/2017,2/2/2017,1/7/2017,3,1,0,BB,Yes,Yes,Refundable,Online,No,Check-In,Yes,10,134
73476809,F,37,caucasian,Mid-School,25K --50K,West,City Hotel,2/13/2017,2/16/2017,11/26/2016,1,3,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,20,147
920129,F,57,African American,Grad,25K --50K,North,Resort,1/20/2017,1/22/2017,12/15/2016,2,2,2,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,5,209
51679870,M,22,Asian American,Grad,25K --50K,North,City Hotel,1/31/2017,2/2/2017,12/29/2016,1,3,0,HB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,10,240
85434797,M,54,Asian American,College,50K -- 100K,South,City Hotel,2/21/2017,2/22/2017,1/24/2017,3,3,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,20,198
63009430,F,28,caucasian,Grad,<25K,South,Airport Hotels,2/9/2017,2/11/2017,1/21/2017,1,3,0,BB,No,No,No Deposit,Online,No,Check-In,No,0,145
26652345,F,44,caucasian,High-School,50K -- 100K,East,Airport Hotels,1/27/2017,1/28/2017,12/21/2016,2,2,1,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,5,103
85184432,M,34,Latino,College,50K -- 100K,South,Resort,2/25/2017,2/26/2017,1/20/2017,4,1,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,20,103
27009232,F,58,caucasian,Grad,>100K,South,City Hotel,2/22/2017,2/25/2017,8/23/2016,1,2,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,5,150
18974575,M,64,Latino,Grad,<25K,South,City Hotel,9/22/2016,9/23/2016,4/4/2016,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,211
92350574,M,53,Latino,Grad,<25K,North,Airport Hotels,1/10/2017,1/13/2017,9/19/2016,1,2,0,BB,No,No,Refundable,Online,No,Check-In,Yes,10,108
45355388,M,67,caucasian,Mid-School,50K -- 100K,South,Airport Hotels,1/10/2017,1/12/2017,9/18/2016,2,3,1,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,119
51780179,F,38,Asian American,College,50K -- 100K,West,Resort,12/11/2016,12/15/2016,6/14/2016,3,1,1,HB,No,No,No Deposit,Direct,No,Check-In,Yes,20,216
42593953,F,27,Latino,College,<25K,East,Resort,1/25/2017,1/28/2017,12/26/2016,1,3,1,BB,No,No,Non-Refundable,Online,No,Check-In,No,0,128
12709186,M,21,Latino,Mid-School,50K -- 100K,East,Airport Hotels,2/14/2017,2/16/2017,1/30/2017,1,3,0,HB,Yes,Yes,No Deposit,Online,No,Check-In,Yes,10,236
26422282,F,68,Asian American,College,25K --50K,North,Airport Hotels,1/18/2017,1/22/2017,12/13/2016,3,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,40,224
38877930,F,34,Asian American,College,>100K,East,Airport Hotels,1/25/2017,1/29/2017,12/27/2016,1,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,129
64134388,F,30,Asian American,College,>100K,East,City Hotel,2/20/2017,2/21/2017,2/6/2017,2,1,0,BB,No,No,Refundable,Online,Yes,Check-In,No,0,201
90106722,F,53,African American,High-School,50K -- 100K,North,Airport Hotels,2/26/2017,2/28/2017,2/26/2017,2,1,2,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,196
31851596,M,57,Latino,College,50K -- 100K,East,City Hotel,1/6/2017,1/7/2017,11/15/2016,2,2,0,HB,No,No,No Deposit,Online,No,Check-In,No,0,183
37838350,F,60,Asian American,College,>100K,West,Airport Hotels,2/21/2017,2/22/2017,2/6/2017,3,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,136
77184132,M,22,caucasian,Mid-School,50K -- 100K,South,Resort,12/21/2016,12/22/2016,10/4/2016,1,1,0,BB,No,No,Non-Refundable,Online,No,Check-In,Yes,15,198
46207579,M,48,caucasian,College,>100K,South,City Hotel,1/19/2017,1/20/2017,12/2/2016,2,3,0,BB,Yes,No,Non-Refundable,Online,Yes,Check-In,Yes,10,106
32331049,F,42,Asian American,College,25K --50K,North,Airport Hotels,1/19/2017,1/22/2017,12/4/2016,2,2,1,BB,No,No,No Deposit,Direct,No,Check-In,No,0,184
53878227,F,69,Latino,College,50K -- 100K,South,Airport Hotels,1/19/2017,1/22/2017,12/4/2016,3,2,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,20,163
77163769,F,46,Latino,College,>100K,South,City Hotel,1/19/2017,1/22/2017,12/4/2016,2,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,40,203
95793165,F,58,African American,Mid-School,50K -- 100K,North,City Hotel,1/19/2017,1/20/2017,12/2/2016,3,1,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,20,189
34124639,M,58,caucasian,Mid-School,25K --50K,East,Airport Hotels,1/19/2017,1/20/2017,12/2/2016,2,2,2,BB,No,No,No Deposit,Online,No,Check-In,Yes,25,117
58242168,M,41,caucasian,College,25K --50K,South,City Hotel,1/19/2017,1/22/2017,12/4/2016,4,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,232
30617663,F,69,caucasian,College,>100K,West,Airport Hotels,1/19/2017,1/22/2017,12/4/2016,1,2,0,BB,No,No,No Deposit,Agent,Yes,Check-In,No,0,229
22200430,F,50,African American,Mid-School,50K -- 100K,North,Airport Hotels,1/19/2017,1/21/2017,12/3/2016,3,1,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,227
13403709,M,35,Asian American,Grad,<25K,South,Airport Hotels,1/19/2017,1/22/2017,12/4/2016,1,1,1,BB,Yes,No,Refundable,Online,No,Check-In,No,0,166
77761876,F,51,Latino,High-School,<25K,South,City Hotel,1/19/2017,1/20/2017,12/2/2016,5,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,40,172
76461113,F,27,Latino,Grad,25K --50K,West,City Hotel,1/19/2017,1/20/2017,12/2/2016,1,1,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,20,224
44781908,M,24,Asian American,College,25K --50K,South,Airport Hotels,1/19/2017,1/20/2017,12/2/2016,2,2,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,15,246
27806650,F,55,caucasian,College,>100K,South,Resort,2/28/2017,3/1/2017,3/1/2017,1,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,231
46293018,M,58,Asian American,Mid-School,50K -- 100K,South,City Hotel,1/19/2017,1/21/2017,12/3/2016,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,141
31884317,M,66,Latino,Mid-School,25K --50K,West,Resort,1/19/2017,1/23/2017,12/5/2016,4,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,30,155
87000390,M,49,caucasian,College,<25K,East,Resort,1/19/2017,1/20/2017,12/2/2016,3,2,0,BB,Yes,Yes,No Deposit,Agent,No,Check-In,Yes,10,245
65999170,F,28,African American,Mid-School,>100K,South,City Hotel,1/19/2017,1/20/2017,12/2/2016,2,2,2,BB,Yes,Yes,No Deposit,Online,No,Check-In,No,0,101
95737106,M,69,Asian American,Mid-School,25K --50K,West,City Hotel,1/19/2017,1/21/2017,12/3/2016,4,3,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,30,189
52469725,F,53,Latino,High-School,<25K,East,City Hotel,1/19/2017,1/20/2017,11/18/2016,3,2,0,BB,Yes,Yes,Refundable,Online,No,Check-In,Yes,20,129
34452573,M,62,Asian American,College,>100K,West,City Hotel,1/19/2017,1/20/2017,12/2/2016,2,3,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,10,136
63509421,M,62,African American,College,50K -- 100K,East,Airport Hotels,1/19/2017,1/20/2017,12/2/2016,1,3,0,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,25,131
63152302,F,49,caucasian,College,<25K,South,City Hotel,1/19/2017,1/21/2017,12/3/2016,5,2,0,BB,No,No,No Deposit,Agent,No,Check-In,Yes,25,173
45394486,F,29,African American,High-School,25K --50K,South,Resort,1/19/2017,1/21/2017,12/3/2016,2,2,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,30,209
73224744,M,39,caucasian,Grad,<25K,West,Resort,1/19/2017,1/20/2017,12/2/2016,1,1,0,BB,Yes,No,No Deposit,Agent,No,Check-In,No,0,227
7416790,F,19,Latino,College,50K -- 100K,East,City Hotel,1/19/2017,1/23/2017,12/5/2016,3,2,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,210
71775954,F,67,African American,Mid-School,25K --50K,East,City Hotel,1/6/2017,1/8/2017,7/5/2016,4,1,1,BB,Yes,No,Refundable,Online,Yes,Check-In,Yes,20,248
30668742,M,37,Asian American,College,25K --50K,East,City Hotel,10/2/2016,10/4/2016,3/24/2016,2,1,0,BB,Yes,Yes,No Deposit,Direct,No,Check-In,No,0,100
2722241,M,60,African American,College,>100K,South,City Hotel,12/7/2016,12/8/2016,6/10/2016,2,3,0,HB,Yes,No,Non-Refundable,Agent,No,Check-In,Yes,10,129
26928588,M,51,Asian American,College,25K --50K,East,Resort,12/7/2016,12/8/2016,6/10/2016,1,1,2,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,235
9935735,F,51,Latino,High-School,50K -- 100K,East,Resort,12/7/2016,12/8/2016,6/10/2016,2,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,116
36209681,M,50,African American,College,>100K,East,Resort,12/7/2016,12/10/2016,6/12/2016,2,3,0,HB,No,No,No Deposit,Direct,Yes,Check-In,No,0,140
68612044,F,34,African American,Mid-School,50K -- 100K,South,Resort,12/7/2016,12/9/2016,6/11/2016,1,3,0,HB,Yes,No,No Deposit,Direct,No,Check-In,Yes,15,223
63131137,F,22,caucasian,High-School,50K -- 100K,South,Airport Hotels,12/7/2016,12/8/2016,6/10/2016,5,2,0,HB,No,No,No Deposit,Direct,No,Check-In,Yes,5,105
57959869,F,57,African American,College,50K -- 100K,East,City Hotel,2/10/2017,2/13/2017,1/18/2017,2,2,0,HB,No,No,Refundable,Agent,No,Check-In,Yes,10,160
88562935,F,23,Latino,College,25K --50K,South,City Hotel,2/10/2017,2/12/2017,12/24/2016,2,1,0,HB,Yes,No,Refundable,Online,Yes,Check-In,Yes,20,128
20852184,M,22,Latino,College,50K -- 100K,West,Airport Hotels,7/22/2016,7/23/2016,11/26/2015,2,1,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,25,133
26245399,F,19,Asian American,Grad,<25K,South,Airport Hotels,7/22/2016,7/23/2016,11/26/2015,1,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,30,154
5680303,M,51,Latino,High-School,50K -- 100K,North,Resort,2/10/2017,2/12/2017,11/20/2016,1,2,0,HB,No,No,Refundable,Direct,Yes,Check-In,Yes,25,148
27082866,F,37,Asian American,Mid-School,50K -- 100K,East,City Hotel,12/7/2016,12/8/2016,6/10/2016,2,1,0,HB,Yes,No,Refundable,Online,Yes,Check-In,Yes,20,242
67421244,F,64,caucasian,High-School,<25K,South,Resort,12/7/2016,12/10/2016,6/12/2016,5,2,0,HB,Yes,No,No Deposit,Direct,Yes,Check-In,No,0,117
44980344,F,52,caucasian,College,50K -- 100K,South,Airport Hotels,12/7/2016,12/10/2016,6/12/2016,1,3,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,233
63237392,M,43,Asian American,Grad,>100K,North,City Hotel,12/7/2016,12/8/2016,6/10/2016,1,2,1,HB,Yes,No,Refundable,Online,Yes,Check-In,Yes,20,101
54509281,M,60,caucasian,Grad,25K --50K,North,Resort,2/10/2017,2/12/2017,11/20/2016,1,1,0,HB,No,No,No Deposit,Direct,Yes,Check-In,No,0,215
95425580,M,37,Latino,College,50K -- 100K,East,City Hotel,12/7/2016,12/10/2016,6/12/2016,1,2,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,20,125
16454744,M,24,Latino,Mid-School,25K --50K,South,Airport Hotels,12/7/2016,12/8/2016,6/10/2016,3,2,1,HB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,10,116
25887446,M,55,caucasian,College,<25K,South,City Hotel,12/7/2016,12/8/2016,6/10/2016,2,3,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,20,151
8336909,F,35,Latino,High-School,50K -- 100K,West,Resort,12/7/2016,12/8/2016,6/10/2016,4,3,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,148
92855258,F,51,Asian American,Grad,50K -- 100K,South,City Hotel,2/10/2017,2/11/2017,11/19/2016,1,3,2,HB,No,No,Refundable,Online,Yes,Check-In,Yes,25,191
37118428,F,39,Asian American,Mid-School,50K -- 100K,East,City Hotel,12/7/2016,12/9/2016,6/11/2016,2,1,0,HB,No,No,Refundable,Online,Yes,Check-In,No,0,131
48445742,F,67,African American,College,<25K,North,Resort,12/7/2016,12/9/2016,6/11/2016,2,2,1,HB,No,No,No Deposit,Agent,No,Check-In,No,0,239
3405592,F,18,Latino,College,50K -- 100K,West,Resort,11/24/2016,11/27/2016,5/29/2016,3,1,0,HB,Yes,Yes,Refundable,Agent,Yes,Check-In,Yes,30,187
13813681,F,53,African American,College,50K -- 100K,North,Resort,2/13/2017,2/14/2017,1/24/2017,1,2,0,HB,No,No,No Deposit,Direct,No,Check-In,Yes,5,237
83495040,F,65,African American,Mid-School,50K -- 100K,South,City Hotel,3/5/2017,3/9/2017,3/2/2017,1,1,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,219
83804426,M,21,caucasian,Mid-School,25K --50K,South,Resort,2/27/2017,2/28/2017,2/23/2017,2,2,0,BB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,25,228
67473641,M,45,African American,Mid-School,>100K,South,City Hotel,3/3/2017,3/5/2017,2/25/2017,3,3,1,BB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,5,244
30907467,M,33,caucasian,Grad,>100K,South,Resort,3/3/2017,3/5/2017,2/25/2017,2,1,2,BB,No,No,No Deposit,Direct,No,Check-In,No,0,120
73476555,M,26,Latino,Grad,50K -- 100K,South,Resort,3/3/2017,3/6/2017,2/26/2017,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,161
12802248,F,52,Asian American,Mid-School,<25K,West,City Hotel,3/3/2017,3/4/2017,2/24/2017,1,1,2,BB,Yes,No,Refundable,Direct,No,Check-In,Yes,10,228
36497562,F,57,Asian American,College,50K -- 100K,North,Resort,3/3/2017,3/7/2017,2/27/2017,4,1,0,BB,Yes,No,Refundable,Agent,No,Check-In,Yes,30,208
34662585,M,48,Latino,High-School,>100K,East,City Hotel,1/24/2017,1/27/2017,12/19/2016,2,1,0,BB,No,No,Refundable,Online,No,Check-In,Yes,10,140
19740631,F,35,Latino,High-School,<25K,South,Resort,2/18/2017,2/20/2017,5/30/2016,4,2,1,BB,Yes,No,Refundable,Agent,Yes,Check-In,Yes,25,233
82471477,F,37,Asian American,High-School,25K --50K,West,Airport Hotels,2/24/2017,2/26/2017,2/15/2017,2,1,1,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,5,146
54943531,F,67,caucasian,Grad,50K -- 100K,West,Resort,12/12/2016,12/15/2016,9/24/2016,2,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,25,113
35538040,M,51,African American,High-School,25K --50K,South,City Hotel,9/18/2016,9/19/2016,4/4/2016,2,1,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,40,192
75050772,F,42,Latino,Mid-School,25K --50K,West,Resort,9/18/2016,9/20/2016,4/6/2016,2,2,2,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,206
1380195,M,52,Asian American,College,>100K,South,Airport Hotels,8/20/2016,8/21/2016,10/10/2015,1,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,170
12678897,F,62,African American,College,<25K,West,Airport Hotels,2/24/2017,2/28/2017,2/19/2017,2,3,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,5,180
75517121,F,51,caucasian,High-School,<25K,East,Resort,2/21/2017,2/22/2017,2/7/2017,3,1,0,BB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,10,215
50331491,F,70,Asian American,College,>100K,North,Airport Hotels,2/15/2017,2/18/2017,1/19/2017,2,2,0,BB,No,No,Refundable,Agent,No,Check-In,Yes,20,235
72157276,M,45,African American,College,50K -- 100K,South,Airport Hotels,2/9/2017,2/11/2017,1/17/2017,3,2,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,5,186
32740974,M,30,African American,Grad,50K -- 100K,West,City Hotel,2/17/2017,2/19/2017,2/2/2017,3,2,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,10,139
66828205,M,51,Asian American,College,50K -- 100K,East,City Hotel,6/8/2016,6/9/2016,9/13/2015,2,2,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,25,163
70897466,F,60,African American,Mid-School,50K -- 100K,South,Airport Hotels,6/8/2016,6/11/2016,9/15/2015,2,2,0,HB,No,No,No Deposit,Direct,Yes,Check-In,No,0,126
1869755,M,36,caucasian,Grad,50K -- 100K,West,Airport Hotels,1/11/2017,1/12/2017,3/6/2016,2,1,1,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,140
46229628,M,51,Asian American,College,25K --50K,West,City Hotel,1/11/2017,1/12/2017,3/6/2016,2,2,2,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,233
75530948,M,41,caucasian,Mid-School,<25K,East,Resort,1/11/2017,1/12/2017,3/6/2016,4,3,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,5,159
65442538,F,29,Latino,College,50K -- 100K,North,Airport Hotels,9/15/2016,9/16/2016,11/9/2015,2,3,0,BB,No,No,No Deposit,Agent,No,Check-In,Yes,10,138
6400623,M,21,African American,College,25K --50K,South,Airport Hotels,9/15/2016,9/17/2016,11/10/2015,2,2,1,BB,No,No,Non-Refundable,Agent,Yes,Check-In,Yes,30,202
6069980,M,53,Latino,Mid-School,25K --50K,South,Airport Hotels,1/11/2017,1/12/2017,11/20/2016,2,3,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,30,201
91137032,M,46,Latino,High-School,50K -- 100K,North,Resort,1/11/2017,1/14/2017,3/8/2016,2,3,0,BB,No,No,Refundable,Agent,Yes,Check-In,No,0,130
1284771,M,64,Asian American,Mid-School,<25K,West,Resort,1/11/2017,1/12/2017,7/25/2016,1,2,1,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,15,116
96490894,F,55,caucasian,High-School,>100K,North,Resort,2/20/2017,2/22/2017,1/18/2017,5,1,1,BB,Yes,Yes,Non-Refundable,Online,Yes,Check-In,Yes,10,244
91223915,F,38,Asian American,High-School,50K -- 100K,West,Resort,9/15/2016,9/17/2016,11/10/2015,1,3,2,BB,No,No,No Deposit,Direct,Yes,Check-In,Yes,5,164
23266122,F,66,Asian American,Grad,50K -- 100K,North,City Hotel,1/11/2017,1/12/2017,11/20/2016,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,210
64334477,M,45,African American,Grad,<25K,East,Airport Hotels,1/11/2017,1/12/2017,3/6/2016,2,2,1,HB,No,No,No Deposit,Agent,No,Check-In,Yes,25,173
8805012,F,57,Latino,Grad,<25K,East,Airport Hotels,9/15/2016,9/18/2016,11/11/2015,2,1,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,161
84702445,F,64,Asian American,High-School,50K -- 100K,North,Airport Hotels,9/15/2016,9/16/2016,11/9/2015,1,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,247
49887820,F,58,caucasian,College,<25K,West,Airport Hotels,1/11/2017,1/14/2017,3/8/2016,4,1,1,BB,Yes,Yes,No Deposit,Direct,No,Check-In,Yes,25,223
15362029,F,46,Asian American,Mid-School,50K -- 100K,South,City Hotel,1/11/2017,1/15/2017,3/9/2016,5,2,1,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,20,125
30359641,M,23,Latino,Mid-School,25K --50K,South,Airport Hotels,1/11/2017,1/13/2017,11/21/2016,4,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,162
30282481,M,56,Latino,Mid-School,<25K,South,City Hotel,9/15/2016,9/17/2016,11/10/2015,1,2,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,5,218
76496577,M,26,African American,Mid-School,<25K,West,Resort,9/15/2016,9/16/2016,11/9/2015,5,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,10,110
24856882,M,63,African American,Mid-School,50K -- 100K,East,Airport Hotels,1/11/2017,1/12/2017,3/6/2016,4,2,0,BB,No,No,Refundable,Agent,Yes,Check-In,Yes,20,100
91938409,F,52,Latino,College,>100K,North,City Hotel,2/21/2017,2/22/2017,4/16/2016,1,3,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,158
64367502,M,31,African American,College,25K --50K,East,Resort,12/15/2016,12/16/2016,8/14/2016,2,1,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,25,186
16490105,F,70,Latino,College,25K --50K,South,Airport Hotels,2/10/2017,2/11/2017,7/31/2016,1,3,1,HB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,10,175
