,Unnamed: 0,Unnamed: 0.1,Reservation-id,Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,No_of_Expected_Days_to_stay,Checking_Month,no_of_days_from_booking_to_ckeckin,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate
15509,15509,15509,94875105,1,44,2,1,2,2,1,2,7,215,1,3,1,0,0,0,2,2,1,2,1,5,202
15510,15510,15510,61631118,1,29,3,3,3,4,2,4,7,22,2,3,0,0,0,0,0,0,1,0,1,20,201
15511,15511,15511,99911512,2,22,2,2,4,1,2,2,7,162,2,1,0,0,0,0,0,0,0,0,0,0,174
15512,15512,15512,18165916,1,45,1,1,4,1,2,1,7,51,4,3,1,1,0,0,0,1,1,0,0,0,102
15513,15513,15513,68092549,1,22,4,1,3,3,3,3,7,96,3,1,0,0,0,0,2,1,0,2,1,20,225
15514,15514,15514,82949028,2,18,4,2,2,3,2,2,7,191,2,2,0,1,1,0,0,1,1,2,1,40,175
15515,15515,15515,39190419,1,57,1,1,1,3,2,1,7,82,1,2,0,0,0,0,0,0,1,1,1,5,167
15516,15516,15516,32518586,1,46,1,4,4,4,1,3,7,147,2,3,1,1,1,1,0,0,1,1,0,0,187
15517,15517,15517,67896284,1,63,3,2,1,4,3,1,7,6,1,1,1,1,0,0,2,1,1,2,1,30,228
15518,15518,15518,99966360,2,20,2,3,1,3,2,1,7,137,1,2,1,0,1,1,0,1,1,2,1,15,233
15519,15519,15519,85467428,1,46,4,4,2,3,2,1,7,160,1,3,1,1,0,0,0,1,0,0,1,20,223
15520,15520,15520,50855322,2,54,4,1,1,3,1,3,7,62,3,1,1,2,0,0,1,1,0,2,0,0,182
15521,15521,15521,44606344,2,44,1,1,2,4,1,3,7,23,2,1,0,0,0,0,0,0,1,2,1,10,136
15522,15522,15522,44594354,2,31,1,1,2,3,1,1,7,39,3,1,0,2,1,0,0,1,1,2,0,0,191
15523,15523,15523,13074096,1,49,2,2,1,4,2,1,7,67,2,1,1,1,0,0,2,1,0,0,0,0,209
15524,15524,15524,44315213,2,68,1,2,1,2,1,2,7,139,4,2,0,0,0,0,0,0,1,0,0,0,154
15525,15525,15525,90953907,1,41,2,2,3,3,1,1,7,58,3,3,0,1,0,0,0,1,0,2,1,20,183
15526,15526,15526,29159582,2,26,3,1,4,3,3,4,7,74,1,2,0,0,1,1,0,1,1,1,0,0,133
15527,15527,15527,79975423,2,25,3,4,3,1,3,1,7,131,1,2,0,1,0,0,0,1,1,0,0,0,188
15528,15528,15528,18976398,2,28,1,4,2,4,3,1,7,32,5,2,1,0,0,0,0,1,1,2,0,0,112
15529,15529,15529,9250889,2,56,3,4,3,3,2,2,7,113,2,2,1,2,1,0,2,0,1,2,1,10,227
15530,15530,15530,87678954,1,25,3,4,4,1,1,1,7,13,5,3,0,2,0,0,0,0,1,2,0,0,157
15531,15531,15531,65765973,1,22,3,3,3,3,3,1,7,165,3,2,0,2,0,0,1,1,1,2,0,0,170
15532,15532,15532,46985482,2,47,2,2,2,2,3,1,7,180,2,2,0,0,0,0,0,0,1,2,1,25,225
15533,15533,15533,14571896,1,35,3,1,1,3,2,4,7,19,2,1,1,2,1,0,0,0,1,1,0,0,179
15534,15534,15534,54403228,1,20,3,3,4,3,2,1,7,80,1,3,0,2,0,0,0,1,0,2,1,15,224
15535,15535,15535,60676658,2,68,1,1,3,4,2,2,7,143,2,1,0,2,0,0,1,1,1,1,1,10,230
15536,15536,15536,11006275,1,60,1,2,1,4,2,2,7,152,1,1,1,1,1,0,0,0,1,2,1,20,221
15537,15537,15537,79589439,2,52,1,3,3,4,3,1,1,203,2,3,0,1,0,0,2,1,1,2,0,0,243
15538,15538,15538,43986245,1,30,2,3,2,4,3,3,6,113,1,1,0,0,0,0,0,1,1,0,1,25,236
15539,15539,15539,93567760,1,64,4,1,1,2,2,3,7,89,2,2,1,2,0,0,0,2,0,1,0,0,213
15540,15540,15540,67793786,2,68,3,1,3,4,2,3,7,53,5,3,0,1,0,0,0,0,1,0,1,10,135
15541,15541,15541,98407981,2,41,3,4,3,3,2,1,7,157,5,2,0,2,1,1,0,0,1,1,1,5,189
15542,15542,15542,74239308,1,62,1,1,1,3,2,3,7,9,5,1,1,1,1,0,0,1,1,0,0,0,151
15543,15543,15543,1372071,1,33,3,3,1,3,1,2,7,205,5,2,0,0,0,0,0,1,1,1,0,0,242
15544,15544,15544,58891957,2,35,4,2,1,4,1,1,7,45,5,2,1,0,0,0,1,1,1,1,1,5,193
15545,15545,15545,89967384,2,34,4,1,3,4,3,2,7,15,3,3,1,0,1,1,0,1,1,2,1,40,198
15546,15546,15546,59778460,2,31,4,2,3,3,3,3,7,16,3,1,0,0,0,0,2,0,0,2,1,30,205
15547,15547,15547,29294457,1,30,3,1,2,2,1,3,7,160,3,3,0,2,1,0,1,1,1,2,1,5,116
15548,15548,15548,96544965,2,28,2,1,3,1,3,4,7,213,2,1,0,1,0,0,1,2,1,2,1,25,244
15549,15549,15549,84334164,2,38,2,4,2,1,2,2,7,26,1,1,2,0,0,0,0,1,1,2,1,10,175
15550,15550,15550,57115893,1,30,3,4,4,4,1,2,7,78,1,1,0,0,1,0,0,1,1,2,0,0,186
15551,15551,15551,7765196,1,60,3,1,2,3,1,3,7,133,1,3,0,2,0,0,1,1,1,2,1,15,224
15552,15552,15552,93958973,2,39,2,3,3,3,1,2,7,49,2,1,0,2,0,0,1,1,0,2,1,10,239
15553,15553,15553,948499,1,34,2,4,3,3,3,1,7,158,4,2,0,2,1,1,1,2,1,2,1,10,248
15554,15554,15554,39881701,2,25,4,3,4,1,1,1,7,210,2,2,1,1,0,0,1,0,1,2,0,0,206
15555,15555,15555,69525000,2,32,1,1,3,3,2,2,7,121,1,1,1,2,0,0,0,2,1,2,1,20,170
15556,15556,15556,79106945,2,35,2,1,1,3,2,1,7,157,1,3,1,0,1,0,1,1,0,2,1,20,220
15557,15557,15557,6016250,2,65,3,1,1,2,1,1,7,137,2,2,0,0,0,0,2,0,0,0,1,40,240
15558,15558,15558,49081438,2,31,2,4,2,3,1,1,7,110,1,2,0,1,1,0,1,1,0,2,1,20,224
15559,15559,15559,27781993,1,67,2,1,4,2,1,1,7,38,1,1,1,0,0,0,0,1,1,2,1,10,104
15560,15560,15560,68489333,1,49,1,1,3,2,3,2,7,80,1,1,0,1,0,0,0,0,0,2,1,10,178
15561,15561,15561,37406331,1,20,3,4,3,2,2,2,7,117,3,1,0,0,0,0,0,1,0,2,1,20,100
15562,15562,15562,42238037,2,45,2,1,3,2,2,2,7,61,3,1,1,2,1,0,0,1,0,2,1,20,242
15563,15563,15563,16052472,2,28,2,1,3,4,1,1,7,141,4,1,1,0,0,0,0,1,1,2,0,0,106
15564,15564,15564,61481754,2,56,3,4,1,1,2,1,7,145,4,2,0,0,0,0,0,1,0,2,0,0,213
15565,15565,15565,71845777,2,68,1,2,1,4,1,1,7,58,2,1,1,0,0,0,0,1,1,2,0,0,172
15566,15566,15566,89626042,2,61,1,1,1,3,3,1,7,171,5,1,0,0,0,0,0,2,0,2,1,15,142
15567,15567,15567,89012774,1,57,4,1,3,3,3,2,7,19,2,3,0,1,1,1,0,1,1,2,1,5,106
15568,15568,15568,37798548,1,51,2,2,2,3,1,1,7,69,1,2,1,0,0,0,2,1,1,2,1,5,234
15569,15569,15569,37472428,1,38,1,3,2,1,3,3,7,9,2,2,1,0,0,0,0,1,0,1,1,10,133
15570,15570,15570,30821778,1,35,4,1,4,3,2,1,7,153,3,2,0,0,1,1,1,0,1,0,1,15,129
15571,15571,15571,94789109,1,18,4,3,2,4,3,2,7,162,5,2,0,2,0,0,0,2,1,0,1,25,213
15572,15572,15572,18016372,2,43,2,3,4,3,1,4,7,4,3,1,1,1,0,0,1,0,0,2,1,10,116
15573,15573,15573,17575162,2,19,4,2,3,1,1,2,7,117,2,1,0,2,1,0,0,0,1,2,0,0,211
15574,15574,15574,97442056,1,28,3,2,3,1,1,3,7,102,1,1,0,2,1,0,0,1,1,2,0,0,160
15575,15575,15575,63062045,1,44,3,3,1,3,3,3,7,59,3,1,0,2,1,0,2,1,1,2,1,20,148
15576,15576,15576,70195484,2,70,4,2,3,3,3,3,7,171,4,3,2,2,0,0,2,2,0,2,1,25,196
15577,15577,15577,45798916,1,46,3,1,3,2,2,3,8,37,1,1,0,0,0,0,1,1,0,0,0,0,237
15578,15578,15578,73798686,2,50,4,4,1,4,2,2,9,183,2,2,1,1,0,0,0,1,1,2,1,10,212
15579,15579,15579,24780649,2,22,2,2,2,3,1,2,7,177,3,3,0,1,1,0,1,0,1,1,1,10,109
15580,15580,15580,68799819,1,54,3,1,1,2,3,1,7,30,2,2,2,1,0,0,0,2,1,2,1,10,201
15581,15581,15581,43038744,1,65,1,3,1,2,3,2,7,15,1,2,0,0,1,0,0,2,1,1,1,10,196
15582,15582,15582,95506858,1,68,2,4,2,2,3,3,7,102,2,2,2,0,1,1,0,0,1,2,1,25,130
15583,15583,15583,12990971,2,45,1,1,2,2,3,3,7,143,2,1,0,2,0,0,0,1,1,1,1,5,157
15584,15584,15584,14285195,1,27,4,3,4,1,1,2,7,179,4,2,2,1,0,0,1,1,0,1,0,0,157
15585,15585,15585,67953362,1,24,2,1,3,3,3,1,7,120,2,2,0,1,0,0,2,1,1,2,1,20,174
15586,15586,15586,27094333,1,65,3,2,1,4,1,3,7,138,2,2,1,0,1,0,1,1,1,0,0,0,118
15587,15587,15587,54515514,2,34,2,4,1,1,1,1,7,59,2,1,0,2,0,0,0,0,0,2,0,0,150
15588,15588,15588,1042035,1,56,1,2,4,3,2,1,7,143,2,1,0,0,1,0,2,1,1,0,1,20,110
15589,15589,15589,88441581,1,35,4,2,2,2,2,1,7,118,2,1,1,0,0,0,0,1,1,2,1,15,143
15590,15590,15590,99187200,2,51,3,4,1,2,3,1,7,214,2,1,0,2,1,0,0,2,1,0,1,15,197
15591,15591,15591,2165643,1,35,3,1,2,3,2,1,7,89,2,2,0,1,1,0,1,1,1,2,1,30,224
15592,15592,15592,30322608,2,20,3,1,4,3,3,2,7,72,3,1,2,0,0,0,1,0,1,2,1,25,193
15593,15593,15593,16031934,1,40,1,1,4,3,3,2,7,89,3,2,1,1,0,0,2,0,1,0,1,20,208
15594,15594,15594,13484832,2,20,4,3,1,4,1,1,7,201,3,2,0,1,1,0,1,0,1,2,1,20,198
15595,15595,15595,27011805,1,51,1,1,3,4,3,1,7,170,3,2,1,1,1,0,1,0,1,2,1,5,229
15596,15596,15596,32456354,1,19,1,2,2,1,3,1,7,25,2,3,0,0,1,1,1,1,0,2,1,30,123
15597,15597,15597,11691591,1,31,3,1,3,3,2,4,7,106,2,1,0,0,1,0,0,1,1,2,1,25,107
15598,15598,15598,17100394,2,62,4,3,2,3,2,1,7,178,1,2,0,1,0,0,0,1,0,0,1,40,129
15599,15599,15599,4645707,1,39,1,1,2,3,1,1,7,218,2,3,0,1,1,0,0,2,1,1,1,5,196
15600,15600,15600,88636974,1,46,2,1,1,4,2,4,7,84,1,1,0,1,0,0,0,2,1,0,1,30,124
15601,15601,15601,97339051,2,27,3,3,2,1,3,1,7,99,3,2,0,1,1,0,2,0,0,0,0,0,178
15602,15602,15602,4370110,2,68,3,2,3,3,3,4,7,42,2,1,1,1,1,1,0,1,1,2,1,10,115
15603,15603,15603,56581469,2,38,1,4,4,4,1,1,7,123,4,3,0,1,1,1,0,1,1,2,1,5,250
15604,15604,15604,84173708,1,51,4,1,2,3,2,1,7,195,2,2,0,0,0,0,0,1,1,1,1,10,102
15605,15605,15605,81518696,1,52,3,1,1,2,1,3,7,41,2,1,1,1,1,0,0,1,0,2,1,30,243
15606,15606,15606,80050880,2,21,1,3,4,1,2,4,7,73,2,1,0,2,0,0,1,2,0,0,1,10,129
15607,15607,15607,62288675,1,52,1,3,1,4,3,1,7,55,1,2,0,2,1,1,0,1,0,1,0,0,186
15608,15608,15608,45076362,2,19,2,2,3,4,1,3,7,45,3,2,0,0,0,0,0,1,1,0,1,20,241
15609,15609,15609,4658655,1,35,4,1,3,3,1,2,7,65,2,2,0,0,0,0,0,0,1,2,1,10,164
15610,15610,15610,22971952,2,60,4,1,3,3,2,1,7,59,2,3,0,0,1,1,2,1,1,2,1,10,210
15611,15611,15611,85622684,2,63,3,4,3,4,1,1,7,12,2,3,1,0,1,0,0,1,1,0,0,0,177
15612,15612,15612,45888916,2,35,1,2,2,4,2,1,7,95,2,2,0,0,1,0,1,0,1,1,0,0,184
15613,15613,15613,90466070,2,50,4,1,3,3,3,1,7,198,3,2,0,1,0,0,0,0,0,2,1,30,175
15614,15614,15614,70019678,1,29,4,3,2,4,2,1,7,134,1,2,1,2,0,0,1,0,0,2,1,15,229
15615,15615,15615,83844725,2,57,4,1,3,2,3,1,7,162,1,2,0,1,1,0,1,1,1,0,1,40,204
15616,15616,15616,82232234,2,51,1,1,2,2,1,1,7,17,2,1,1,2,0,0,1,1,1,0,1,25,223
15617,15617,15617,10115586,1,59,1,3,1,2,1,2,7,65,2,2,0,2,0,0,0,0,1,2,0,0,125
15618,15618,15618,95523599,1,41,1,1,3,2,2,1,7,217,1,2,1,0,1,0,2,0,1,0,1,15,201
15619,15619,15619,41242649,2,34,1,2,2,1,2,2,7,98,4,3,1,2,0,0,0,2,1,0,0,0,152
15620,15620,15620,35278822,2,26,3,3,1,4,1,1,7,120,3,3,0,0,1,0,0,2,0,0,0,0,233
15621,15621,15621,99115360,2,64,2,4,1,1,1,1,7,23,2,1,0,2,0,0,0,1,0,2,1,10,194
15622,15622,15622,56179651,1,37,2,1,3,3,1,4,7,10,3,2,0,2,1,0,0,0,1,0,0,0,159
15623,15623,15623,25997482,1,32,1,1,3,1,1,1,7,151,1,2,0,2,0,0,1,1,1,2,0,0,170
15624,15624,15624,21295973,1,26,3,2,3,2,2,1,7,72,3,3,1,1,1,1,1,0,1,1,1,10,222
15625,15625,15625,8568938,2,33,3,3,2,1,3,2,7,60,4,2,0,2,0,0,1,1,1,2,1,20,188
15626,15626,15626,74561075,1,53,3,2,3,4,1,2,7,15,5,3,0,0,1,0,0,1,0,0,0,0,210
15627,15627,15627,14094611,2,25,3,3,1,1,1,4,7,28,1,2,0,0,0,0,0,1,1,2,1,5,115
15628,15628,15628,31794305,2,62,2,2,3,1,2,1,7,129,4,3,0,1,0,0,1,1,0,2,0,0,104
15629,15629,15629,44280466,1,57,4,2,1,4,2,3,7,79,2,2,0,2,0,0,0,1,1,2,0,0,236
15630,15630,15630,48237751,2,69,4,3,4,3,3,2,7,96,3,2,0,0,1,0,0,1,1,2,1,10,218
15631,15631,15631,92094750,1,38,3,1,2,3,3,2,7,90,4,2,1,0,0,0,0,2,1,2,1,15,163
15632,15632,15632,64102716,2,48,2,2,2,4,1,1,7,157,2,1,0,2,0,0,1,1,1,1,1,25,142
15633,15633,15633,52898036,1,42,2,3,4,2,2,4,7,131,2,3,0,1,0,0,2,2,1,0,1,5,146
15634,15634,15634,41564044,2,30,2,4,3,4,3,1,7,14,1,2,0,1,0,0,0,2,1,2,0,0,170
15635,15635,15635,9514877,1,19,4,1,1,1,1,1,7,11,2,2,0,1,1,0,0,1,1,0,1,40,143
15636,15636,15636,89580491,1,27,1,1,3,3,3,1,7,119,3,1,0,1,0,0,0,2,1,2,1,10,221
15637,15637,15637,1747294,1,23,4,3,1,2,1,2,7,100,2,2,0,2,1,1,1,0,1,2,1,10,136
15638,15638,15638,70897647,1,19,2,1,1,3,3,2,7,137,3,2,0,2,0,0,0,1,1,2,1,15,121
15639,15639,15639,34301032,1,53,2,1,2,3,1,1,7,192,4,3,0,0,0,0,1,0,1,0,1,30,249
15640,15640,15640,73842742,2,51,2,2,4,1,1,1,7,126,1,2,0,0,0,0,0,0,1,2,1,15,179
15641,15641,15641,87749603,2,64,1,1,2,2,2,3,7,45,3,3,0,2,0,0,0,0,1,0,1,20,173
15642,15642,15642,42811492,2,56,2,3,2,3,2,3,7,8,1,2,1,1,0,0,0,0,1,0,1,10,106
15643,15643,15643,59446926,1,21,2,4,1,3,1,1,7,62,3,2,0,0,1,0,0,0,1,2,1,10,224
15644,15644,15644,771230,1,36,2,2,3,2,2,2,7,33,1,1,0,2,1,0,0,0,0,2,1,40,132
15645,15645,15645,90398085,1,26,4,3,1,4,1,4,7,45,2,3,0,0,1,1,0,1,0,1,1,20,164
15646,15646,15646,34136997,1,28,4,1,3,2,2,2,7,59,2,1,0,2,0,0,0,0,1,0,1,5,236
15647,15647,15647,69740962,2,20,1,1,2,3,3,1,7,35,2,1,0,2,0,0,0,2,0,0,1,25,112
15648,15648,15648,77994083,2,18,1,1,1,3,2,1,7,106,2,1,1,2,0,0,0,1,1,0,0,0,169
15649,15649,15649,99409855,2,18,2,4,4,3,2,3,7,16,3,2,0,1,1,1,0,1,1,2,0,0,127
15650,15650,15650,48723796,2,38,2,3,1,1,1,2,7,62,1,2,0,2,0,0,1,1,1,2,1,10,116
15651,15651,15651,26006144,2,44,4,3,1,2,1,3,7,105,3,3,0,0,1,0,0,1,1,2,1,40,122
15652,15652,15652,65733235,1,56,2,4,1,1,1,3,7,36,1,2,0,1,0,0,0,1,0,2,0,0,245
15653,15653,15653,38044077,1,37,1,3,3,3,3,2,7,42,3,1,0,0,0,0,0,0,1,2,1,10,219
15654,15654,15654,2670983,1,38,4,1,1,1,2,1,7,182,2,2,0,2,0,0,0,1,0,2,0,0,227
15655,15655,15655,16962590,2,67,3,4,4,2,2,2,7,25,1,2,0,0,0,0,0,2,1,1,1,25,224
15656,15656,15656,73312297,2,19,2,3,3,3,2,4,7,187,2,2,0,1,1,1,0,0,1,2,1,25,244
15657,15657,15657,21917769,2,50,1,4,3,1,1,1,7,145,3,2,1,1,0,0,0,1,1,0,1,25,190
15658,15658,15658,3830554,1,55,2,1,3,3,2,3,7,181,1,1,2,0,0,0,0,1,0,1,1,30,142
15659,15659,15659,77837648,2,22,3,2,3,4,2,1,7,103,3,1,1,2,0,0,0,0,0,1,1,5,231
15660,15660,15660,18001964,2,42,4,2,2,4,1,3,7,191,4,1,0,1,0,0,0,1,1,0,0,0,203
15661,15661,15661,39261711,2,46,1,1,4,3,2,2,7,19,2,2,0,1,0,0,0,2,1,1,0,0,162
15662,15662,15662,26640978,2,64,1,4,3,3,3,1,7,187,1,2,1,0,0,0,0,0,1,2,1,30,220
15663,15663,15663,35632225,1,24,3,3,4,1,2,3,7,143,2,3,0,1,0,0,1,0,1,1,0,0,161
15664,15664,15664,79599690,1,47,1,1,2,2,2,1,7,138,2,1,0,2,0,0,0,1,1,2,0,0,208
15665,15665,15665,29004960,2,21,1,1,1,2,1,4,7,202,2,2,0,0,1,1,0,1,1,2,1,10,189
15666,15666,15666,12371554,1,23,4,3,3,2,3,1,7,198,1,2,2,0,0,0,0,1,0,0,1,5,190
15667,15667,15667,74274818,2,23,3,1,3,4,1,3,7,202,2,1,0,0,0,0,0,1,1,2,1,10,127
15668,15668,15668,19380374,2,58,3,3,3,1,1,1,7,83,5,2,0,1,0,0,0,1,1,2,0,0,236
15669,15669,15669,84754608,1,45,2,1,2,4,1,4,7,11,1,3,0,1,1,1,0,0,0,0,0,0,201
15670,15670,15670,48031229,2,48,1,3,2,3,2,1,7,63,3,2,0,0,0,0,0,1,1,2,1,5,226
15671,15671,15671,75220260,2,26,1,2,4,2,2,2,7,68,2,1,0,2,1,0,0,2,1,2,0,0,151
15672,15672,15672,46908895,1,67,1,4,2,1,2,2,7,121,5,2,1,0,1,0,0,1,1,2,1,15,105
15673,15673,15673,836409,1,27,1,4,1,1,2,1,7,4,3,2,0,0,0,0,0,1,1,2,1,5,220
15674,15674,15674,91000618,1,19,4,2,3,1,2,1,8,93,3,1,0,1,0,0,0,0,1,2,1,10,208
15675,15675,15675,90775164,1,63,4,3,1,3,3,1,7,69,3,2,0,1,0,0,1,1,0,2,1,25,228
15676,15676,15676,37100969,2,35,4,2,4,4,1,4,7,3,2,1,1,1,1,0,0,1,1,0,1,10,206
15677,15677,15677,60984475,1,29,2,1,4,4,3,1,7,147,1,3,1,1,0,0,0,1,1,0,0,0,223
15678,15678,15678,4471198,2,53,3,3,3,1,3,3,7,141,1,1,0,1,0,0,0,1,1,2,1,15,141
15679,15679,15679,53527027,2,41,3,4,3,2,2,3,7,185,1,1,0,1,1,0,0,1,1,0,1,10,189
15680,15680,15680,39045404,2,64,4,1,1,1,1,1,7,7,5,2,0,2,1,0,1,1,1,0,1,20,184
15681,15681,15681,31798832,1,53,4,2,2,3,1,1,7,210,3,1,0,1,1,0,0,1,1,2,1,10,235
15682,15682,15682,66910070,1,40,1,3,3,3,1,1,7,155,2,1,1,2,0,0,0,2,1,2,1,25,109
15683,15683,15683,90675983,2,62,3,4,1,3,1,2,7,184,4,2,2,2,0,0,0,0,0,2,1,5,233
15684,15684,15684,49556080,2,24,4,4,2,3,1,1,7,186,3,2,1,1,0,0,0,1,1,0,0,0,244
15685,15685,15685,47571145,2,61,2,1,2,3,3,1,7,99,2,1,0,0,1,0,1,1,1,2,0,0,106
15686,15686,15686,82255155,2,49,3,3,1,2,1,2,7,74,3,1,0,1,1,1,0,1,1,2,0,0,212
15687,15687,15687,24550197,1,51,1,4,3,3,1,3,7,166,2,1,1,1,0,0,0,0,1,2,0,0,246
15688,15688,15688,64027521,1,67,2,4,2,1,3,1,7,16,1,1,0,2,0,0,2,1,0,0,1,5,205
15689,15689,15689,97190970,2,29,3,4,3,3,3,2,7,24,3,1,0,0,0,0,2,1,1,2,0,0,226
15690,15690,15690,20967941,2,51,3,1,3,4,1,2,7,180,5,2,1,0,0,0,0,1,1,0,0,0,170
15691,15691,15691,28625903,1,42,3,4,2,2,2,2,7,139,1,1,0,1,1,0,0,1,1,2,1,10,144
15692,15692,15692,56923759,2,65,1,3,2,2,1,1,7,164,4,1,1,0,1,0,0,1,0,2,1,20,177
15693,15693,15693,44906465,1,43,2,2,1,4,3,1,7,160,1,2,0,1,0,0,0,1,0,2,1,15,166
15694,15694,15694,22826738,1,67,2,4,1,1,1,3,7,156,2,3,1,0,0,0,1,2,0,2,1,5,214
15695,15695,15695,7147615,1,58,2,1,3,3,2,1,7,153,2,1,0,0,0,0,0,2,1,2,1,40,115
15696,15696,15696,86464000,1,39,1,4,3,3,1,1,7,94,1,1,0,2,0,0,0,1,0,2,1,40,222
15697,15697,15697,99496864,1,41,1,1,4,3,3,2,7,136,2,2,0,0,1,1,0,0,1,0,1,10,109
15698,15698,15698,52337230,2,51,4,2,2,1,3,1,7,195,1,1,0,0,1,0,1,1,1,2,1,25,179
15699,15699,15699,63130158,2,46,4,3,4,3,3,1,7,214,2,2,1,2,0,0,0,0,1,2,1,5,185
15700,15700,15700,4676142,1,61,3,1,3,4,3,1,7,97,5,1,2,0,0,0,0,0,1,2,1,10,248
15701,15701,15701,91130744,2,49,4,3,3,1,3,1,7,42,3,2,1,2,1,0,0,1,0,1,1,5,197
15702,15702,15702,47844677,2,60,2,3,1,1,1,3,7,18,1,1,0,0,1,1,0,0,0,2,1,20,135
15703,15703,15703,48650201,1,70,4,3,2,1,2,1,7,126,2,2,0,0,0,0,2,2,1,0,1,15,220
15704,15704,15704,11975689,2,18,3,1,1,2,1,1,7,8,3,2,2,1,0,0,0,2,0,2,1,40,111
15705,15705,15705,48405363,1,24,2,3,3,2,2,1,7,14,4,2,2,1,0,0,0,2,0,1,0,0,200
15706,15706,15706,12611620,2,53,2,2,1,1,2,1,7,90,1,2,1,2,0,0,2,1,1,1,0,0,218
15707,15707,15707,28012372,1,48,2,4,1,2,1,3,7,-1,3,2,0,0,0,0,0,1,1,2,0,0,222
15708,15708,15708,18777424,2,39,4,2,1,4,2,1,7,81,2,1,0,2,1,0,1,1,1,1,1,5,220
15709,15709,15709,40134675,2,47,3,4,3,4,1,2,7,158,3,2,1,2,0,0,0,0,1,2,1,10,236
15710,15710,15710,84588348,2,43,1,3,3,1,1,1,7,203,1,2,1,2,0,0,0,2,1,0,1,20,198
15711,15711,15711,60617328,1,56,1,4,3,3,1,1,7,172,2,2,2,0,0,0,0,1,1,0,1,5,183
15712,15712,15712,79828438,1,57,1,2,1,1,3,1,7,89,2,1,0,0,0,0,0,2,1,0,1,30,150
15713,15713,15713,1364551,1,52,2,2,1,1,2,1,7,88,3,1,0,1,0,0,1,1,1,2,1,25,200
15714,15714,15714,5872450,1,64,3,3,3,3,3,3,7,164,2,2,0,0,0,0,1,0,1,1,1,25,210
15715,15715,15715,32721610,1,35,2,1,1,2,3,1,7,113,1,1,0,2,0,0,0,0,1,1,1,10,104
15716,15716,15716,15812316,2,63,2,1,2,2,3,1,7,44,1,2,1,2,0,0,0,1,1,0,1,20,238
15717,15717,15717,26062631,2,35,3,1,1,3,1,3,7,101,3,2,0,2,0,0,1,1,1,2,1,30,247
15718,15718,15718,19791456,2,36,1,2,1,2,2,2,7,205,2,2,2,2,0,0,0,0,1,2,1,5,162
15719,15719,15719,25466231,2,65,1,1,4,1,1,3,7,2,2,1,1,2,0,0,0,1,0,2,1,5,109
15720,15720,15720,53689773,1,41,3,3,4,4,2,1,7,18,2,2,0,0,1,0,1,1,1,2,1,5,150
15721,15721,15721,25635142,2,23,2,4,4,3,2,2,7,83,3,2,0,1,1,1,0,1,0,2,1,30,183
15722,15722,15722,66968338,2,38,2,2,3,1,1,4,7,89,2,3,1,2,0,0,0,1,0,1,1,10,128
15723,15723,15723,8805928,2,33,2,3,3,3,3,3,7,22,5,1,0,1,0,0,1,0,1,2,1,30,195
15724,15724,15724,27038789,2,55,4,2,2,2,2,3,7,184,3,2,0,0,0,0,0,2,1,1,0,0,189
15725,15725,15725,45249174,2,24,4,4,3,1,3,1,7,109,2,2,1,1,0,0,1,1,0,0,1,20,236
15726,15726,15726,81421702,2,34,2,2,2,3,3,2,7,83,2,3,0,1,0,0,0,1,0,2,1,10,144
15727,15727,15727,23381466,1,70,3,1,3,3,2,3,8,28,2,2,1,1,0,0,1,1,1,0,1,5,206
15728,15728,15728,23943436,1,38,4,1,3,4,2,3,8,91,2,1,0,1,0,0,0,1,1,0,1,10,163
15729,15729,15729,32887517,1,70,2,4,4,1,2,2,8,54,2,1,0,2,0,0,0,2,0,2,1,20,115
15730,15730,15730,60986217,1,29,3,1,4,1,1,3,8,33,2,1,0,1,0,0,1,1,1,2,0,0,119
15731,15731,15731,87401927,1,23,4,2,1,4,2,2,8,155,4,1,0,1,0,0,0,1,1,2,1,25,215
15732,15732,15732,25459072,2,45,2,1,4,3,2,3,8,148,3,3,0,2,1,1,2,0,1,0,1,20,100
15733,15733,15733,91690362,2,27,4,3,4,2,1,2,8,141,4,1,2,1,1,1,2,0,1,2,1,10,139
15734,15734,15734,89595753,2,60,2,3,4,1,3,1,8,60,2,2,0,2,1,0,0,2,1,2,1,10,210
15735,15735,15735,38904721,1,36,3,1,2,1,3,1,8,207,3,1,0,2,1,0,0,0,1,0,1,10,117
15736,15736,15736,62127533,2,35,3,4,4,1,1,1,8,160,2,1,0,0,0,0,0,1,1,2,0,0,178
15737,15737,15737,49524533,1,35,3,1,1,1,2,1,8,37,4,2,1,0,0,0,0,1,1,2,1,30,221
15738,15738,15738,55111765,1,27,2,3,1,3,2,4,8,145,2,1,0,2,0,0,0,0,1,2,0,0,142
15739,15739,15739,38703137,2,70,3,1,2,3,3,1,8,186,1,3,0,1,0,0,0,1,0,2,0,0,174
15740,15740,15740,80072658,1,21,4,1,3,3,2,1,8,176,2,1,1,2,1,0,0,1,1,2,1,25,118
15741,15741,15741,33748655,1,69,4,1,1,1,1,1,8,171,1,2,1,0,0,0,1,1,1,2,1,40,173
